19110101,11,10,9,3,7
19110102,6,10,9,3,1
19110103,2,9,6,11,3
19110104,8,9,3,6,11
19110105,9,5,7,10,3
19110106,6,9,2,10,3
19110107,2,7,6,10,3
19110108,9,1,4,8,2
19110109,11,8,7,2,3
19110110,2,8,11,1,6
19110111,9,4,2,3,8
19110112,7,10,9,1,2
19110113,2,3,10,7,8
19110114,9,7,3,6,4
19110115,7,4,2,8,1
19110116,9,6,1,5,11
19110117,3,7,9,4,8
19110118,11,3,7,9,10
19110119,6,5,9,10,2
19110120,1,5,2,4,6
19110121,1,3,9,8,5
19110122,3,5,6,8,9
19110123,9,10,3,11,1
19110124,4,11,7,2,8
19110125,4,11,8,1,7
19110126,2,11,6,7,10
19110127,1,6,11,4,10
19110128,11,5,7,9,1
19110129,10,1,8,3,5
19110130,1,9,7,8,5
19110131,6,10,9,3,7
19110132,7,8,10,2,1
19110133,8,10,11,2,7
19110134,10,11,3,8,5
19110135,9,6,1,8,4
19110136,8,7,4,11,2
19110137,6,2,11,7,9
19110138,2,6,4,3,9
19110139,2,6,10,11,7
19110140,11,6,9,10,8
19110141,10,4,3,8,11
19110142,9,3,4,1,7
19110201,1,9,2,5,11
19110202,2,7,1,5,6
19110203,8,4,7,9,10
19110204,10,4,8,7,1
19110205,2,7,10,4,3
19110206,8,7,1,6,5
19110207,5,1,8,3,10
19110208,1,7,4,5,6
19110209,3,9,11,10,4
19110210,10,1,11,2,3
19110211,9,6,8,11,5
19110212,5,6,7,1,3
19110213,11,2,3,4,6
19110214,7,3,8,11,4
19110215,6,1,8,9,2
19110216,4,6,3,5,9
19110217,4,6,11,8,3
19110218,10,3,2,1,11
19110219,5,2,7,1,11
19110220,1,8,4,6,7
19110221,10,1,2,8,7
19110222,1,7,10,2,11
19110223,4,5,2,6,9
19110224,11,2,9,4,7
19110225,10,1,8,6,2
19110226,3,1,11,5,9
19110227,5,3,10,2,6
19110228,7,1,9,3,11
19110229,6,2,8,3,5
19110230,3,11,6,5,1
19110231,8,5,1,2,4
19110232,4,3,2,8,9
19110233,6,9,4,5,7
19110234,5,3,2,11,9
19110235,2,6,4,10,11
