2020080101,02,11,05,07,01
2020080102,06,01,11,05,04
2020080103,07,10,01,04,03
2020080104,10,11,07,05,02
2020080105,03,08,10,07,01
2020080106,02,11,06,04,08
2020080107,07,10,09,01,11
2020080108,10,01,05,07,06
2020080109,06,03,10,01,08
2020080110,01,08,05,06,09
2020080111,06,05,04,02,01
2020080112,03,10,11,01,04
2020080113,07,06,02,10,11
2020080114,04,02,03,07,11
2020080115,03,07,04,02,08
2020080116,05,01,11,04,08
2020080117,05,08,01,06,04
2020080118,07,11,10,01,08
2020080119,05,11,06,03,07
2020080120,04,01,09,11,05
2020080121,11,04,05,03,09
2020080122,11,10,02,03,01
2020080123,06,01,10,07,04
2020080124,06,03,05,09,04
2020080125,03,09,01,10,02
2020080126,07,08,10,05,09
2020080127,01,10,08,06,05
2020080128,02,05,03,07,10
2020080129,09,08,02,11,04
2020080130,01,09,02,07,10
2020080131,08,06,01,10,03
2020080132,10,05,03,01,09
2020080133,02,10,07,05,11
2020080134,08,06,05,07,10
2020080135,01,03,11,06,09
2020080136,03,10,11,04,02
2020080137,03,04,10,02,11
2020080138,05,11,01,06,03
2020080139,07,03,11,02,01
2020080140,07,09,02,11,04
2020080141,07,08,04,01,10
2020080142,10,11,04,07,06
