2020040101,03,01,02,08,04
2020040102,04,09,01,10,06
2020040103,09,01,11,10,02
2020040104,11,03,04,01,10
2020040105,03,07,11,09,04
2020040106,09,05,07,10,06
2020040107,10,08,04,03,05
2020040108,06,01,04,02,10
2020040109,07,02,05,08,03
2020040110,05,02,01,03,10
2020040111,02,06,07,01,08
2020040112,05,02,03,06,11
2020040113,07,11,09,04,02
2020040114,04,05,11,10,06
2020040115,09,05,08,04,11
2020040116,09,02,11,05,07
2020040117,05,02,01,08,11
2020040118,08,01,07,09,06
2020040119,11,10,02,03,07
2020040120,11,08,05,04,10
2020040121,01,06,10,07,04
2020040122,07,01,10,02,06
2020040123,09,11,07,05,03
2020040124,09,08,07,02,01
2020040125,10,03,08,02,04
2020040126,05,11,04,03,02
2020040127,03,04,07,11,10
2020040128,09,04,11,05,01
2020040129,04,02,01,05,09
2020040130,10,07,04,01,11
2020040131,05,09,03,06,04
2020040132,06,09,03,10,02
2020040133,05,06,01,10,03
2020040134,04,11,06,09,03
2020040135,07,04,02,03,06
2020040136,06,04,02,10,03
2020040137,04,01,11,07,08
2020040138,04,07,10,08,09
2020040139,03,01,10,05,07
